        6428.58               0
         6403.6               0
        6378.63               0
        6353.65               0
        6328.68               0
         6303.7               0
        6278.73               0
        6253.75               0
        6228.78               0
         6203.8               0
        6178.83               0
        6153.85               0
        6128.88               0
         6103.9               0
        6078.93               0
        6053.95               0
        6028.98               0
           6004               0
        5979.02               0
        5954.05               0
        5929.07               0
         5904.1               0
        5879.12               0
        5854.15               0
        5829.18               0
         5804.2               0
        5779.23               0
        5754.25               0
        5729.27               0
         5704.3               0
        5679.32               0
        5654.35               0
        5629.38               0
         5604.4               0
        5579.43               0
        5554.45               0
        5529.48               0
         5504.5               0
        5479.53               0
        5454.55               0
        5429.57               0
         5404.6               0
        5379.62               0
        5354.65               0
        5329.68               0
         5304.7               0
        5279.73               0
        5254.75               0
        5229.78               0
         5204.8               0
        5179.82               0
        5154.85               0
        5129.88               0
         5104.9               0
        5079.93               0
        5054.95               0
        5029.98               0
           5005               0
        4980.03               0
        4955.05               0
        4930.07               0
         4905.1               0
        4880.12               0
        4855.15               0
        4830.18               0
         4805.2               0
        4780.23               0
        4755.25               0
        4730.28               0
         4705.3               0
        4680.32               0
        4655.35               0
        4630.38               0
         4605.4               0
        4580.43               0
        4555.45               0
        4530.48               0
         4505.5               0
        4480.53               0
        4455.55               0
        4430.57               0
         4405.6               0
        4380.62               0
        4355.65               0
        4330.68               0
         4305.7               0
        4280.73               0
        4255.75               0
        4230.78               0
         4205.8               0
        4180.82               0
        4155.85               0
        4130.88               0
         4105.9               0
        4080.93               0
        4055.95               0
        4030.98               0
           4006               0
        3981.03               0
        3956.05               0
        3931.08               0
         3906.1               0
        3881.12               0
        3856.15               0
        3831.18               0
         3806.2               0
        3781.23               0
        3756.25               0
        3731.28               0
         3706.3               0
        3681.33               0
        3656.35               0
        3631.38               0
         3606.4               0
        3581.43               0
        3556.45               0
        3531.48               0
         3506.5               0
        3481.53               0
        3456.55               0
        3431.58               0
         3406.6               0
        3381.63               0
        3356.65               0
        3331.68               0
         3306.7               0
        3281.73               0
        3256.75               0
        3231.78               0
         3206.8               0
        3181.83               0
        3156.85               0
        3131.88               0
         3106.9               0
        3081.93               0
        3056.95               0
        3031.98               0
           3007               0
        2982.03               0
        2957.05               0
        2932.08               0
         2907.1               0
        2882.13               0
        2857.15               0
        2832.18               0
         2807.2               0
        2782.23               0
        2757.25               0
        2732.28               0
         2707.3               0
        2682.33               0
        2657.35               0
        2632.38               0
         2607.4               0
        2582.43               0
        2557.45               0
        2532.48               0
         2507.5               0
        2482.53               0
        2457.55               0
        2432.58               0
         2407.6               0
        2382.63               0
        2357.65               0
        2332.68               0
         2307.7               0
        2282.73               0
        2257.75               0
        2232.78               0
         2207.8               0
        2182.82               0
        2157.85               0
        2132.87               0
         2107.9               0
        2082.92               0
        2057.95               0
        2032.97               0
           2008               0
        1983.02               0
        1958.05               0
        1933.07               0
         1908.1               0
        1883.12               0
        1858.15               0
        1833.17               0
         1808.2               0
        1783.22               0
        1758.25               0
        1733.27               0
         1708.3               0
        1683.32               0
        1658.35               0
        1633.37               0
         1608.4               0
        1583.42               0
        1558.45               0
        1533.47               0
         1508.5               0
        1483.52               0
        1458.55               0
        1433.57               0
         1408.6               0
        1383.62               0
        1358.65               0
        1333.67               0
         1308.7               0
        1283.72               0
        1258.75               0
        1233.77               0
         1208.8               0
        1183.82               0
        1158.85               0
        1133.87               0
         1108.9               0
        1083.92               0
        1058.95               0
        1033.97               0
           1009               0
        984.025               0
         959.05               0
        934.075               0
          909.1               0
        884.125               0
         859.15               0
        834.175               0
          809.2               0
        784.225               0
         759.25               0
        734.275               0
          709.3               0
        684.325               0
         659.35               0
        634.375               0
          609.4               0
        584.425               0
         559.45               0
        534.475               0
          509.5               0
        484.525               0
         459.55               0
        434.575               0
          409.6               0
        384.625               0
         359.65               0
        334.675               0
          309.7               0
        284.725               0
         259.75               0
        234.775               0
          209.8               0
        184.825               0
         159.85               0
        134.875               0
          109.9               0
         84.925               0
          59.95               0
         34.975               0
