          10000               0
        9975.03               0
        9950.05               0
        9925.08               0
         9900.1               0
        9875.12               0
        9850.15               0
        9825.18               0
         9800.2               0
        9775.23               0
        9750.25               0
        9725.28               0
         9700.3               0
        9675.33               0
        9650.35               0
        9625.38               0
         9600.4               0
        9575.43               0
        9550.45               0
        9525.48               0
         9500.5               0
        9475.53               0
        9450.55               0
        9425.58               0
         9400.6               0
        9375.62               0
        9350.65               0
        9325.68               0
         9300.7               0
        9275.73               0
        9250.75               0
        9225.78               0
         9200.8               0
        9175.83               0
        9150.85               0
        9125.88               0
         9100.9               0
        9075.93               0
        9050.95               0
        9025.98               0
           9001               0
        8976.03               0
        8951.05               0
        8926.08               0
         8901.1               0
        8876.12               0
        8851.15               0
        8826.18               0
         8801.2               0
        8776.23               0
        8751.25               0
        8726.28               0
         8701.3               0
        8676.33               0
        8651.35               0
        8626.38               0
         8601.4               0
        8576.43               0
        8551.45               0
        8526.48               0
         8501.5               0
        8476.53               0
        8451.55               0
        8426.58               0
         8401.6               0
        8376.62               0
        8351.65               0
        8326.68               0
         8301.7               0
        8276.73               0
        8251.75               0
        8226.78               0
         8201.8               0
        8176.83               0
        8151.85               0
        8126.88               0
         8101.9               0
        8076.93               0
        8051.95               0
        8026.98               0
           8002               0
        7977.03               0
        7952.05               0
        7927.08               0
         7902.1               0
        7877.13               0
        7852.15               0
        7827.18               0
         7802.2               0
        7777.23               0
        7752.25               0
        7727.28               0
         7702.3               0
        7677.33               0
        7652.35               0
        7627.38               0
         7602.4               0
        7577.43               0
        7552.45               0
        7527.48               0
         7502.5               0
        7477.53               0
        7452.55               0
        7427.58               0
         7402.6               0
        7377.63               0
        7352.65               0
        7327.68               0
         7302.7               0
        7277.73               0
        7252.75               0
        7227.78               0
         7202.8               0
        7177.83               0
        7152.85               0
        7127.88               0
         7102.9               0
        7077.93               0
        7052.95               0
        7027.98               0
           7003               0
        6978.03               0
        6953.05               0
        6928.08               0
         6903.1               0
        6878.13               0
        6853.15               0
        6828.18               0
         6803.2               0
        6778.23               0
        6753.25               0
        6728.28               0
         6703.3               0
        6678.33               0
        6653.35               0
        6628.38               0
         6603.4               0
        6578.43               0
        6553.45               0
        6528.48               0
         6503.5               0
        6478.53               0
        6453.55               0
